obs_idx,group_name,group_idx,country_name,country_idx,female,age,GROUP,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11P1,Q11P2,Q11P3,Q11P4,Q11P5,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29P1,Q29P2,Q29P3,Q29P4,Q29P5,Q29P6,Q29P7,Q29P8,Q30,Q31,Q32,Q33P1,Q33P2,Q33P3,Q33P4,Q33P5,Q34,Q35P1,Q35P2,Q35P3,Q35P4,Q35P5,Q35P6,Q36,Q37P1,Q37P2,Q37P3,Q37P4,Q37P5,Q37P6,Q37P7,Q37P8,Q37P9,Q37P10,Q37P11,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50P1,Q50P2,Q50P3,Q50P4,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66P1,Q66P2,Q66P3,Q66P4,Q66P5,Q67,Q68,Q69,Q70P1,Q70P2,Q70P3,Q71,Q72,Q73P1,Q73P2,Q73P3,Q73P4,Q73P5,Q74P1,Q74P2,Q74P3,Q74P4,Q75,Q76,Q77,Q78,Q79P1,Q79P2,Q79P3,Q79P4,Q79P5,Q79P6,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,supp_islam_mov,relg_awakening,pol_islam,pol_islam_binary,quran_freq,ref_relg_freq,personal_islam,sharia_sociolife,sharia_crim_civ,relg_study,social_islam,sep_relg_politics,priv_relg,opp_pol_relg,per_id,nation_id,pol_efficacy,pol_active,be_pol_active,polpart_shura,uni,student,unemployed,finan_satis,gov_ignore_ppl,offic_selfinterest,obey_lead,caliphate,over40,coop,west_values_corrupt,censor_west,west_reason_underdev,muslim_brotherhood,islamist,arab_nationalism,socialism,liberalism,income,us_me_policies,us_relation,arab_israel_sol,life_security,newspaper_freq,rev_sep_relg_politics,rev_priv_relg,pol_islam0,persocio_islam0,pol_act0,att_us0,critic_gov0,neg_west0
158,Egyptian,0,Egypt,0,1,40 & OVER,EGYPT,FEMALE,SECONDARY SCHOOL,40 & OVER,WIDOWED,HOMEMAKING,NA,161180 701800 601700,E-GARDENCITY K-BENQR,VILLA,NA,r1,r2,r4,r3,r5,YES,DO NOT KNOW,NO,YES,AGREE,YES,DO NOT AGREE,NO,NO,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,r2,r3,r1,r4,r6,r5,r8,r7,SOMEWHAT AGREE,SOMEWHAT AGREE,ALWAYS,r3,NA,NA,NA,r1,SEPAR RIGHT FR WOMEN,r5,r3,r2,r1,NA,NA,ALWAYS,r3,r11,r4,r2,r5,r1,r9,r7,r6,r8,r10,DO NOT AGREE,DO NOT AGREE,SOMEWHAT AGREE,NO,UNCERTAIN,ALWAYS,DO NOT KNOW,AGREE,NEVER,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r2,r4,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,DO NOT AGREE,YES,E DEM K-P SHARIAH,NO,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r2,r1,r4,r3,r5,NO,YES,IN FAVOR OF,E-QUTB K-SH P-ASSAD,HASSAN EL-BANA,E-MKAM K-SSAB P-HABS,VERY LOW,SOMEWHAT,r1,r5,r3,r2,r4,r2,r1,r3,NA,AGREE,MILITARY MEANS,ALWAYS,YES,r2,r3,r4,r1,r5,r6,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-RELG K-MUJT P-HRIA,AGREE,AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT INSECURE,NA,K-O/E P-ISM LEADRSHP,NA,3,4,3.5,1,4,4,4,3,4,3,3.3333333333333335,1,1,1,national,islamic world,0,1,1,1,0,0,0,3,4,3,0,1,1,islamic unity,1,3,3,0,0,0,0,0,7,1,1,0,2,5,4,4,3.75,3.6,3,1,3.5,2.3333333333333335
159,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,SERVICES&SOC WORK,121140 501600 401500,E-BOULAK K-REQA,APARTMENT,NA,r1,r2,r4,r3,r5,YES,YES,NO,YES,AGREE,DO NOT KNOW,AGREE,NO,NO,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r2,r4,r1,r5,r8,r6,r7,r3,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r2,r3,NA,NA,r1,4 AS STIPUL IN ISLAM,r4,r3,r1,r5,r1,NA,NA,r4,r10,r3,r5,r6,r8,r9,r2,r7,r1,r11,DO NOT AGREE,DO NOT KNOW,STRONGLY AGREE,NO,SOMEWHAT AGREE,ALWAYS,DO NOT KNOW,DO NOT AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,MEN RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,E-K OTHER ISLAM ORG,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r1,r2,r3,r4,r5,DO NOT KNOW,YES,IN FAVOR OF,E-QUTB K-SH P-ASSAD,HASSAN EL-BANA,NA,NONE,YES,r2,NA,r3,r1,NA,r1,r2,r3,NA,AGREE,MILITARY MEANS,ALWAYS,NO,r2,r3,r4,r1,r6,r5,ISLAMIC SHARIAH,AGREE,DO NOT KNOW,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,YES,SOMEWHAT AGREE,E-CPT K-PIMPO P-PRPA,YES,E-RELG K-MUJT P-HRIA,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,VERY RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,K-O/E P-ISM LEADRSHP,NA,4,4,4,1,NA,4,4,4,4,4,4,1,1,1,national,islamic world,1,1,1,1,1,0,0,2,3,3,0,1,0,islamic unity,4,3,3,0,1,0,0,0,5,1,1,0,3,5,4,4,4,4,3,1,3,3.3333333333333335
160,Egyptian,0,Egypt,0,0,30-39,EGYPT,MALE,SECONDARY SCHOOL,30-39,NEVER MARRIED,EMPLOYED,CLERICAL PROF,101120 401500 301400,E-GIZA K-SALWA,APARTMENT,35,r3,r1,r2,r5,r4,YES,YES,YES,YES,AGREE,NO,DO NOT AGREE,YES,YES,AGREE,NO,AGREE,NO,AGREE,DO NOT AGREE,AGREE,AGREE,r4,r7,r1,r8,r6,r2,r5,r3,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r2,r4,r3,r5,r1,4 AS STIPUL IN ISLAM,r3,r4,r1,r2,r5,NA,SOMETIMES,r4,r11,r6,r3,r10,r5,r7,r8,r2,r1,r9,STRONGLY AGREE,AGREE,STRONGLY AGREE,SOMEWHAT,UNCERTAIN,ALWAYS,AGREE,DO NOT AGREE,EVERY FRIDAY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,NA,YES,AGREE,AGREE,AGREE,DO NOT KNOW,AGREE,STRONGLY AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r3,r2,r4,r5,r1,DO NOT KNOW,YES,AGAINST,JAMAL ABDUL NASSER,HASSAN EL-BANA,E-MKAM K-SSAB P-HABS,STRONGER,SOMEWHAT,r4,r5,r3,r1,r2,r1,r4,r3,r2,AGREE,CAMP DAVID TYPE TALK,SOMETIMES,DO NOT KNOW,r5,r1,r4,r2,r6,r3,ISLAMIC SHARIAH,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT KNOW,NO,STRONGLY AGREE,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,NOT RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,3,1,2,0,3,4,3.5,2,4,4,3.3333333333333335,4,4,4,muslim,islamic world,1,0,0,1,0,0,0,3,4,3,0,0,0,islamic unity,4,3,1,NA,NA,NA,NA,NA,4,3,3,1,3,5,1,1,1.5,3.4,1,3,3.5,2.6666666666666665
161,Egyptian,0,Egypt,0,0,30-39,EGYPT,MALE,POST SECONDARY SCHL,30-39,MARRIED,EMPLOYED,CLERICAL PROF,121140 501600 401500,E-ELDARB ELAHMAR,APARTMENT,25,r3,r1,r2,r4,r5,YES,YES,NO,YES,AGREE,NO,DO NOT AGREE,NO,NO,AGREE,YES,AGREE,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r3,r4,r1,r5,r8,r2,r7,r6,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r2,r3,r5,r4,r1,4 AS STIPUL IN ISLAM,r4,r3,r1,r2,r5,NA,ALWAYS,r3,r4,r8,r5,r9,r2,r11,r10,r6,r7,r1,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,D/N KNOW MEAN OF PAR,YES,DO NOT AGREE,r3,r1,r4,r2,MEN RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,DO NOT KNOW,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,r1,r2,r4,r5,r3,NO,YES,AGAINST,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-MKAM K-SSAB P-HABS,STRONGER,NO,r2,r3,r5,r1,r4,r1,r2,r4,r3,DO NOT AGREE,MILITARY MEANS,ALWAYS,NO,r6,r1,r3,r2,r5,r4,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,AGREE,NO,DO NOT AGREE,E-PPS K-PPS P-PJR,NO,E-MUSR K-NAHD P-FTHR,DO NOT AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,1,1,1,0,4,4,4,4,4,4,4,3,1,2,muslim,islamic world,1,0,0,0,0,0,0,2,1,3,1,0,0,islamic unity,4,3,3,0,0,1,0,0,5,1,1,0,3,5,2,4,2,4,1,1,2,3.3333333333333335
162,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,INTERMEDIATE SCHL,20-29,MARRIED,EMPLOYED,CLERICAL PROF,6180 201300 101200,E-SYDA ZAINB K-RABYA,APARTMENT,NA,r2,r1,r3,r4,r5,YES,NO,NO,YES,DO NOT KNOW,YES,DO NOT KNOW,YES,YES,AGREE,YES,AGREE,DO NOT KNOW,AGREE,AGREE,AGREE,AGREE,r2,r5,r1,r8,r6,r3,r7,r4,SOMEWHAT AGREE,SOMEWHAT AGREE,SOMETIMES,r1,r3,r4,r5,r2,SEPAR RIGHT FR WOMEN,r4,r3,r1,r2,r5,NA,SOMETIMES,r10,r5,r9,r2,r6,r3,r11,r8,r4,r7,r1,STRONGLY AGREE,AGREE,SOMEWHAT AGREE,SOMEWHAT,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,RARELY,NA,YES,DO NOT AGREE,r3,r2,r4,r1,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,SOMEWHAT AGREE,YES,ARAB NATIONALISM,NO,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,STRONGLY AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,r2,r1,r3,r4,r5,DO NOT KNOW,NO,DO NOT KNOW,JAMAL ABDUL NASSER,E-SADT K-KHTB P-HAWT,E&P ARAFAT K-ASAB,LES THAN PREVOUS YRS,NO,NA,NA,NA,NA,NA,r1,r4,r2,r3,AGREE,INTERNATIONAL CONFER,SOMETIMES,YES,r5,r3,r4,r2,r6,r1,NA,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-PPS K-PPS P-PJR,NO,E-RYOS K-YAQZ P-HADF,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,K-O/E P-ISM LEADRSHP,NA,1,2,1.5,0,3,3,3,3,4,3,3.3333333333333335,4,4,4,muslim,arab world,0,0,0,NA,0,0,0,3,4,3,0,0,0,arab unity,3,3,3,0,0,1,0,0,2,3,3,1,3,5,1,1,1.25,3.2,1,3,3.5,3
163,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,POST SECONDARY SCHL,20-29,MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,201300 901&OV 801&0V,E-BAB ELLOUK K-KEFAN,APARTMENT,NA,r1,r2,r4,r3,r5,YES,YES,NO,YES,AGREE,NO,AGREE,NO,NO,AGREE,YES,AGREE,YES,AGREE,DO NOT KNOW,DO NOT AGREE,AGREE,r3,r8,r1,r4,r5,r2,r6,r7,SOMEWHAT AGREE,STRONGLY AGREE,ALWAYS,r2,r5,r4,r3,r1,4 AS STIPUL IN ISLAM,r3,r4,r1,r2,NA,NA,SOMETIMES,r7,r6,r9,r3,r8,r5,r10,r4,r1,r2,r11,STRONGLY AGREE,AGREE,STRONGLY AGREE,SOMEWHAT,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r3,r2,r4,r1,WOM RGHT DIV B-ISLAM,GETTING BETTER,SOMEWHAT AGREE,YES,NA,NO,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT CUS&TRAD,r2,r1,r3,r4,r5,YES,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-MKAM K-SSAB P-HABS,ABOUT THE SAME,NO,r5,r3,r4,r1,r2,r1,r2,r4,r3,DO NOT KNOW,INTERNATIONAL CONFER,ALWAYS,YES,r3,r1,r4,r2,r5,r6,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,AGREE,NO,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,NA,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,NOT RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,E-NSSE K-O/E P-ISMC,NA,1,2,1.5,0,3,4,3.5,4,4,3,3.6666666666666665,4,1,2.5,national,arab world,0,0,0,1,0,0,0,2,3,2,1,1,0,islamic unity,3,3,2,NA,NA,NA,NA,NA,9,3,3,1,3,5,1,4,2,3.6,1,3,2.5,2.6666666666666665
164,Egyptian,0,Egypt,0,1,40 & OVER,EGYPT,FEMALE,POST SECONDARY SCHL,40 & OVER,MARRIED,EMPLOYED,SERVICES&SOC WORK,EGPT 501&OVER,E-ZAMALEK K-ABDULSLM,APARTMENT,30,r2,r1,r3,r4,r5,NO,YES,NO,YES,AGREE,YES,DO NOT KNOW,DO NOT KNOW,YES,AGREE,NO,AGREE,NO,DO NOT KNOW,AGREE,AGREE,AGREE,r3,r4,r1,r7,r8,r2,r6,r5,SOMEWHAT AGREE,STRONGLY AGREE,ALWAYS,r2,r3,r4,r5,r1,RIGHT OF DIVORCE,r3,r4,r1,r2,r5,NA,ALWAYS,r4,r10,r6,r2,r9,r5,r8,r7,r3,r1,r11,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,RARELY,PARLM W POL PARTIES,YES,DO NOT AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,MUSLIM BROTHERHOOD,NO,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,SOMEWHAT AGREE,NA,DAILY,COMPAT ISLM TEACH,r1,r2,r3,r4,r5,YES,YES,DO NOT KNOW,E-QUTB K-SH P-ASSAD,E-ZAGH K-GHAD P-SH,HASSAN EL-BANA,VERY LOW,NO,r3,r4,r2,r1,r5,r1,r2,r3,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r5,r2,r4,r1,r3,r6,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,NO,UNCERTAIN,E-CPRP K-PPRP P-EPS,NO,E-DNP K-P WOMEN/SPOT,AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,NA,NA,1,2,1.5,0,4,4,4,4,4,3,3.6666666666666665,3,3,3,muslim,islamic world,0,0,0,0,0,0,0,3,2,3,0,0,1,islamic unity,4,3,3,1,1,0,0,0,10,2,2,1,3,5,2,2,1.75,3.8,1,2,2.5,3.3333333333333335
165,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,POST SECONDARY SCHL,20-29,NEVER MARRIED,EMPLOYED,CLERICAL PROF,60&LES 200&LS 100&LS,E-ELWAYLI ALKABEER,APARTMENT,6,NA,r1,NA,NA,NA,YES,NO,NO,NO,AGREE,YES,AGREE,NO,NO,AGREE,NO,AGREE,NO,DO NOT AGREE,AGREE,AGREE,AGREE,r3,r4,r1,r7,r8,r2,r6,r5,STRONGLY AGREE,DO NOT AGREE,ALWAYS,r2,r3,r5,r4,r1,1 AS STIPUL IN ISLAM,r2,r4,r1,r3,r5,NA,SOMETIMES,r6,r7,r8,r2,r11,r1,r3,r9,r4,r5,r10,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,NEVER,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r1,r3,r4,r5,r2,DO NOT KNOW,YES,AGAINST,KING FAHAD AL-SAUD,E-MUBK K-ARAF P-MUBK,E-MKAM K-SSAB P-HABS,VERY LOW,NO,r1,r5,r4,r2,r3,r2,r1,r3,r4,AGREE,MILITARY MEANS,ALWAYS,NO,r5,r2,r3,r1,r4,r6,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-K-P DONOT READ MAG,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,NA,E-MUBE K-O/E P-MUBK,NA,1,1,1,0,3,4,3.5,1,1,4,2,3,1,2,muslim,islamic world,0,0,1,1,0,0,0,2,4,3,0,0,0,islamic unity,4,3,3,0,0,1,0,0,1,1,1,0,3,5,2,4,2,2.6,2,1,3.5,3.3333333333333335
166,Egyptian,0,Egypt,0,0,30-39,EGYPT,MALE,PRIMARY SCHOOL,30-39,MARRIED,EMPLOYED,TEC PROFSSIONS,201300 901&OV 801&0V,E-ELWAYLI ALKABEER,APARTMENT,25,r2,r1,r3,r4,r5,YES,YES,NO,YES,AGREE,NO,AGREE,NO,NO,DO NOT AGREE,YES,AGREE,NO,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,r5,r4,r1,r6,r8,r2,r7,r3,STRONGLY AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,r5,r4,r1,1 AS STIPUL IN ISLAM,r2,r4,r3,r1,r5,NA,SOMETIMES,r4,r11,r1,r7,r10,r5,r3,r6,r9,r2,r8,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,DAILY,PARLM W/O POL PARTIS,YES,DO NOT AGREE,r3,r2,r1,r4,MEN RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,NO,LIBERALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r1,r2,r3,r4,r5,DO NOT KNOW,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,JAMAL ABDUL NASSER,E-MUBK K-ARAF P-MUBK,STRONGER,YES,r3,r5,r2,r1,r4,r2,r4,r3,r1,AGREE,MILITARY MEANS,ALWAYS,YES,r6,r1,r5,r2,r3,r4,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1950S,NA,NA,4,4,4,1,3,3,3,4,4,4,4,3,1,2,muslim,mediterr|gulf|sham com,1,0,0,0,0,0,0,3,4,3,0,0,0,islamic unity,4,3,3,0,0,0,0,1,9,1,1,0,3,5,2,4,3.5,3.6,1,1,3.5,3.3333333333333335
167,Egyptian,0,Egypt,0,0,20-29,EGYPT,MALE,POST SECONDARY SCHL,20-29,NEVER MARRIED,STUDENT,NA,EGPT 301-400,E-ELWAYLI ALKABEER,APARTMENT,9,r2,r1,r4,r3,r5,YES,YES,YES,YES,AGREE,NO,AGREE,YES,NO,DO NOT AGREE,YES,AGREE,YES,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,r3,r5,r1,r8,r7,r2,r6,r4,SOMEWHAT AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,r4,r5,r1,4 AS STIPUL IN ISLAM,r3,r5,r2,r1,r4,NA,SOMETIMES,r6,r9,r3,r5,r11,r4,r7,r8,r2,r1,r10,SOMEWHAT AGREE,AGREE,SOMEWHAT AGREE,NO,NA,ALWAYS,AGREE,DO NOT AGREE,EVERY FRIDAY,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,STRONGLY AGREE,YES,MUSLIM BROTHERHOOD,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,E-NECESSITY K-P SHAR,r1,r2,r3,r4,r5,NO,YES,IN FAVOR OF,E-MUBK K-ARAF P-MUBK,HASSAN EL-BANA,E-MKAM K-SSAB P-HABS,STRONGER,SOMEWHAT,r3,r5,r2,r1,r4,r1,r2,r3,r4,AGREE,ISRL MST BE DESTRYED,SOMETIMES,DO NOT KNOW,r2,r3,r1,r4,r6,r5,ISLAMIC SHARIAH,AGREE,AGREE,AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,YES,E-BUSS/YTH K-P F&A M,DO NOT AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED,NA,NA,3,4,3.5,1,3,3,3,4,4,3,3.6666666666666665,3,1,2,muslim,islamic world,1,1,1,1,0,1,0,2,2,3,0,1,0,islamic unity,4,3,3,1,1,0,0,0,9,1,1,0,3,5,2,4,3.25,3.4,3,1,2.5,3.3333333333333335
168,Egyptian,0,Egypt,0,1,20-29,EGYPT,FEMALE,SECONDARY SCHOOL,20-29,NEVER MARRIED,STUDENT,NA,6180 201300 101200,E-ELWAYLI ALKABEER,APARTMENT,8,r4,r1,r3,r2,r5,NO,YES,YES,YES,AGREE,YES,DO NOT AGREE,NO,YES,AGREE,NO,AGREE,YES,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,r3,r5,r1,r8,r7,r2,r6,r4,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r2,r3,r5,r4,r1,LEGAL PUNISHMENT,r4,r3,r1,r2,r5,NA,ALWAYS,r3,r8,r1,r4,r9,r10,r2,r7,r6,r5,r11,STRONGLY AGREE,AGREE,STRONGLY AGREE,SOMEWHAT,STRONGLY AGREE,ALWAYS,AGREE,AGREE,SOMETIMES,PARLM W POL PARTIES,YES,AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,STRONGLY AGREE,YES,LIBERALISM,NO,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r4,r3,r1,r2,r5,YES,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,E-MUBK K-ARAF P-MUBK,E-ZAGH K-GHAD P-SH,LES THAN PREVOUS YRS,YES,r2,r3,r5,r1,r4,r2,r3,r1,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,YES,r4,r1,r2,r3,r6,r5,ISLAMIC SHARIAH,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,PARTLY YES,STRONGLY AGREE,E-PPS K-PPS P-PJR,YES,E-RELG K-MUJT P-HRIA,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,NA,NA,NA,4,4,4,1,4,4,4,4,4,4,4,4,1,2.5,muslim,islamic world,1,1,1,0,0,1,0,3,4,1,1,1,0,islamic unity,4,3,3,0,0,0,0,1,2,3,3,1,3,5,1,4,3.25,4,3,3,2.5,3.3333333333333335
